case_id,source_case_id,shape,shape_cn,speed_level,sequence,Re,estimated_re,freestream_u_mm_s,dy,eps,seed,split,domain,csv_index,source_csv,wake_field_npz,wake_frames,field_size,native_grid_nx,native_grid_ny,channels,scales,flow_pair_count,canvas_x_start,canvas_x_end,canvas_y_min,canvas_y_max,crop_mode,flip_y,correlation_mean,peak_ratio_median,flag_mean,distD1.0_full_box,distD2.0_full_box,distD4.0_full_box
piv_airfoil_lvl05_seq01_t0051,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,966.513473305747,12.11345,0.0,0.0,1,validation,piv,51,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/51.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0051/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8224595534804754,4.08707,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0056,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,961.6982399813016,12.0531,0.0,0.0,1,validation,piv,56,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/56.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0056/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8221035523486134,4.03987,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0061,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,966.4416636952747,12.112549999999999,0.0,0.0,1,validation,piv,61,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/61.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0061/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8177508273910583,4.0355,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0066,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,963.3817764045957,12.074200000000001,0.0,0.0,1,validation,piv,66,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/66.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0066/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8196118138087154,4.05643,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0071,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,964.2953542267151,12.085650000000001,0.0,0.0,1,validation,piv,71,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/71.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0071/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8229723112620261,4.06279,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0076,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,966.7967223248321,12.117,0.0,0.0,1,validation,piv,76,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/76.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0076/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8220129530277306,4.03656,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0081,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,964.1397667373585,12.0837,0.0,0.0,1,validation,piv,81,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/81.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0081/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8201416015846067,3.98018,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0086,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,963.1942735328071,12.071850000000001,0.0,0.0,1,validation,piv,86,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/86.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0086/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8211232150537634,4.04943,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0091,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,960.2660371946605,12.03515,0.0,0.0,1,validation,piv,91,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/91.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0091/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8206489134125635,4.03496,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0096,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,958.8617603676474,12.01755,0.0,0.0,1,validation,piv,96,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/96.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0096/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8221651918505941,4.01656,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0101,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,958.175579645357,12.008949999999999,0.0,0.0,1,validation,piv,101,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/101.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0101/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8203430758347482,4.04061,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0106,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,961.6982399813016,12.0531,0.0,0.0,1,validation,piv,106,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/106.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0106/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.819418232031692,3.9921,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0111,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,957.4415258494182,11.999749999999999,0.0,0.0,1,validation,piv,111,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/111.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0111/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8186600022637238,4.06723,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0116,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,964.2195551934389,12.084700000000002,0.0,0.0,1,validation,piv,116,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/116.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0116/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8179846349745331,4.04212,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0121,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,962.2009072546075,12.0594,0.0,0.0,1,validation,piv,121,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/121.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0121/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.819858559139785,4.05805,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0126,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,967.4110934366502,12.1247,0.0,0.0,1,validation,piv,126,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/126.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0126/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8217770843237125,4.08919,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0131,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,964.7302013123525,12.0911,0.0,0.0,1,validation,piv,131,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/131.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0131/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8219938268251273,4.07825,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0136,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,965.5959060608237,12.10195,0.0,0.0,1,validation,piv,136,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/136.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0136/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8232652178834182,4.02807,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0141,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,970.6345470622937,12.165099999999999,0.0,0.0,1,validation,piv,141,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/141.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0141/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8196936802490096,4.07779,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0146,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,965.2009532032263,12.097000000000001,0.0,0.0,1,validation,piv,146,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/146.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0146/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.820674895868704,4.0559,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0151,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,960.8165775416144,12.04205,0.0,0.0,1,validation,piv,151,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/151.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0151/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8185374125636673,4.06477,1.0005659309564232,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0156,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,964.1397667373585,12.0837,0.0,0.0,1,validation,piv,156,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/156.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0156/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8212416219581211,4.07285,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0161,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,960.2181641210123,12.03455,0.0,0.0,1,validation,piv,161,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/161.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0161/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8208399151103566,4.11472,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0166,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,963.0945379627067,12.0706,0.0,0.0,1,validation,piv,166,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/166.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0166/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8206280588568193,4.05618,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0171,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,957.7566902509354,12.0037,0.0,0.0,1,validation,piv,171,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/171.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0171/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8195264736842105,4.00563,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
piv_airfoil_lvl05_seq01_t0176,airfoil_lvl5_seq1,airfoil,机翼,5,1,880,956.9508268445246,11.9936,0.0,0.0,1,validation,piv,176,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/蓝月传奇/计算结果/机翼-5转速-第1组/176.csv,/home/chenyihao/fluid_runs/piv_blueluna_linearRe_stride5/data/raw/piv_airfoil_lvl05_seq01_t0176/wake_field.npz,0,128,57,31,ux|uy|speed|vorticity,distD1.0_full|distD2.0_full|distD4.0_full,0,0.00415383,0.244038,0.00739902,0.135908,model_fractions,False,0.8203900294284097,4.08277,1.0,0.142452|0.000000|1.000000|1.000000,0.284905|0.000000|1.000000|1.000000,0.569810|0.000000|1.000000|1.000000
