case_id,shape,Re,dy,eps,seed,wake_field_npz,wake_frames,field_size,channels,scales,flow_pair_count,canvas_x_start,canvas_x_end,canvas_y_min,canvas_y_max,dist0.5_full_box,dist1.0_full_box,dist2.0_full_box
airfoil_Re100_p10,airfoil,100,-0.023492310226895463,0.05601953493263222,1652122620,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p10/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p11,airfoil,100,-0.026263546303293417,-0.05820418374802281,172352458,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p11/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p12,airfoil,100,-0.04165976079751602,-0.01405737634411327,77754563,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p12/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p13,airfoil,100,-0.012655409098397775,-0.023459367378934,75100081,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p13/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p14,airfoil,100,-0.043394239339530516,-0.03562793581187379,847419963,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p14/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p15,airfoil,100,-0.011303706122828397,-0.04852206969090043,1976633906,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p15/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p16,airfoil,100,-0.03437823396669261,0.011921422722904739,717629956,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p16/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p17,airfoil,100,0.023290758328404354,-0.010614789554459542,219193624,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p17/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p18,airfoil,100,0.014231878194091802,-0.040102835230396844,1495100725,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p18/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p19,airfoil,100,-0.029546913969381285,-0.0308965664004158,1504936845,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p19/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p20,airfoil,100,-0.022064249244169023,0.04512112795093545,1708108347,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p20/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p21,airfoil,100,-0.00769113360494568,0.019970538075522182,1890885670,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p21/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p22,airfoil,100,0.030790160054180213,-0.022066458538977683,1151782461,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p22/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p23,airfoil,100,0.04615142762491019,0.03635026168886621,409283428,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p23/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p24,airfoil,100,0.044233685979991444,0.04033946621514597,999931737,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p24/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p25,airfoil,100,0.03878970101674832,0.03133650851863258,1863841195,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p25/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p26,airfoil,100,0.0009909764858904713,-0.04972153776264033,1955416543,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p26/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p27,airfoil,100,-0.0380981128169278,-0.02581041392408361,1193182359,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p27/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p28,airfoil,100,-0.00678667465708882,0.016372246858787645,1021979166,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p28/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re100_p29,airfoil,100,0.0002949540998029923,0.002570243818383546,844475801,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re100_p29/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p00,airfoil,200,-0.0042065514003323465,-0.03607494546736971,184893787,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p00/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p01,airfoil,200,-0.006363056677151556,0.040129303144934556,528204443,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p01/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p02,airfoil,200,0.0027632015932774756,-0.05395208166024358,214385618,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p02/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p03,airfoil,200,-0.013362639825762294,0.027526229767357704,1737836427,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p03/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p04,airfoil,200,0.022418368542321127,0.019851574024767723,1380779277,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p04/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p05,airfoil,200,-0.023246915760351983,-0.0049169491460475424,892021826,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p05/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p06,airfoil,200,-0.02225401259648484,-0.028463929496173438,946026366,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p06/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p07,airfoil,200,0.008619421480864323,0.05736124814434239,1482520530,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p07/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p08,airfoil,200,0.02984168924380727,-0.0546534001525449,646721767,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p08/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p09,airfoil,200,-0.012431945193451435,0.023051080452756667,890343342,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p09/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p10,airfoil,200,-0.004348350573681395,-0.00812257897048264,1326135874,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p10/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p11,airfoil,200,-0.01138841043618586,-0.013211554784320846,568824746,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p11/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p12,airfoil,200,0.03663651476306451,-0.048422897865882886,1678388225,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p12/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p13,airfoil,200,-0.033871377786533687,-0.04258612634659292,31664119,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p13/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p14,airfoil,200,-0.04766036218188391,-0.02527631153333016,946465848,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p14/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p15,airfoil,200,-0.04665340129162802,-0.010697875983654887,1857411119,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p15/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p16,airfoil,200,-0.0030843061968779603,0.0280294375590479,295202035,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p16/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p17,airfoil,200,-0.03141693435451474,-0.0009941610790147103,1687646677,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p17/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p18,airfoil,200,-0.0438878053520947,0.033869706074263664,1472615260,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p18/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p19,airfoil,200,-0.006331115413227416,-0.01951794817000936,1287142862,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p19/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p20,airfoil,200,0.030192951288348133,-0.03421509544257869,117812443,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p20/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p21,airfoil,200,0.01340983382640154,0.003481043842271736,916486630,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p21/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p22,airfoil,200,0.04229208495339186,0.009909166083346584,1316687545,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p22/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p23,airfoil,200,0.017588075548561025,-0.04676618161593088,613234070,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p23/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p24,airfoil,200,0.03729710694509804,-0.0566458685696521,34275249,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p24/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p25,airfoil,200,-0.02262270585775793,0.0211965479408943,638680664,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p25/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p26,airfoil,200,-0.022539638382495366,-0.024600739141017566,2142023442,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p26/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p27,airfoil,200,0.0034494589985298862,-0.027472967147734968,715821793,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p27/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
airfoil_Re200_p28,airfoil,200,-0.04462565545568932,0.01916254198209163,231631870,/mnt/c/Users/chenyihao/Documents/GitHub/fluid-shape-pipeline/data/raw/airfoil_Re200_p28/wake_field.npz,8,128,ux|uy|speed|vorticity,dist0.5_full|dist1.0_full|dist2.0_full,7,3.1,10.0,-0.030000000000000027,1.03,0.076812|0.000000|1.000000|1.000000,0.153623|0.000000|1.000000|1.000000,0.307246|0.000000|1.000000|1.000000
