case_id,shape,re,sample_idx,seed,dy,eps,status,attempts,error,elapsed_s,output_csv,metadata_json
bar_Re300_p00,bar,300,0,1012066989,-0.01709589530232992,-0.007855316409472053,success,1,,0.1886,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/bar_Re300_p00/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/bar_Re300_p00/metadata.json
bar_Re300_p01,bar,300,1,1555460223,-0.0014533690334837257,-0.030879637067651955,success,1,,0.2014,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/bar_Re300_p01/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/bar_Re300_p01/metadata.json
circle_Re100_p00,circle,100,0,1191620021,0.013689894561171118,0.007317969069416921,success,1,,0.1316,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re100_p00/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re100_p00/metadata.json
circle_Re100_p01,circle,100,1,1161716737,0.020679253528020296,-0.0066853862111875715,success,1,,0.1172,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re100_p01/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re100_p01/metadata.json
circle_Re200_p00,circle,200,0,1427394119,0.012534686692576048,0.0245866866954471,success,1,,0.1133,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re200_p00/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re200_p00/metadata.json
circle_Re200_p01,circle,200,1,1591952631,-0.0001997966377136201,1.7315157878807774e-05,success,1,,0.112,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re200_p01/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re200_p01/metadata.json
circle_Re300_p00,circle,300,0,917611762,-0.01035237799480438,-0.010300454855975262,success,1,,0.1113,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re300_p00/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re300_p00/metadata.json
circle_Re300_p01,circle,300,1,1524203960,0.01803564310717913,-0.03431415436022785,success,1,,0.1168,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re300_p01/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/circle_Re300_p01/metadata.json
diamond_Re100_p00,diamond,100,0,1696349918,-0.012827172770550604,0.00717819407924504,success,1,,0.0984,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re100_p00/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re100_p00/metadata.json
diamond_Re100_p01,diamond,100,1,1052146452,-0.02368891113923118,-0.03991971838179489,success,1,,0.0931,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re100_p01/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re100_p01/metadata.json
diamond_Re200_p00,diamond,200,0,1284195976,0.007145111035912068,0.03866717446397704,success,1,,0.0891,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re200_p00/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re200_p00/metadata.json
diamond_Re200_p01,diamond,200,1,988242924,0.005700319447071056,-0.03087379253792471,success,1,,0.0934,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re200_p01/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re200_p01/metadata.json
diamond_Re300_p00,diamond,300,0,620871953,0.020402400887778206,0.007284128886202601,success,1,,0.091,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re300_p00/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re300_p00/metadata.json
diamond_Re300_p01,diamond,300,1,1558109477,-0.026817926094972265,0.00542238539245695,success,1,,0.0971,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re300_p01/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/diamond_Re300_p01/metadata.json
triangle_Re100_p00,triangle,100,0,270132760,0.013466641299336876,0.01132707451016771,success,1,,0.0871,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re100_p00/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re100_p00/metadata.json
triangle_Re100_p01,triangle,100,1,1174220111,0.016606860523748858,0.018349239663602034,success,1,,0.0846,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re100_p01/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re100_p01/metadata.json
triangle_Re200_p00,triangle,200,0,46584443,0.01891083491930768,0.03509372616595885,success,1,,0.0806,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re200_p00/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re200_p00/metadata.json
triangle_Re200_p01,triangle,200,1,411185792,-0.0009678491365918279,-0.02725289763542522,success,1,,0.0847,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re200_p01/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re200_p01/metadata.json
triangle_Re300_p00,triangle,300,0,265405931,-0.00262639192705837,-0.011630745128149505,success,1,,0.0829,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re300_p00/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re300_p00/metadata.json
triangle_Re300_p01,triangle,300,1,2018327486,0.0008259956965037292,0.030335566318998773,success,1,,0.0808,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re300_p01/probes.csv,/Users/chenyihao/mycode/流体力学实验/fluid-shape-pipeline/.demo/wake_smoke/data/raw/triangle_Re300_p01/metadata.json
